GET	/health	anonymous	false
GET	/health/ready	anonymous	false
POST	/auth/login	anonymous	false
POST	/auth/refresh	anonymous	false
POST	/auth/register/treinador	anonymous	false
POST	/auth/register/aluno	anonymous	false
POST	/auth/treinador/{treinadorId}/pagamento	anonymous	false
POST	/auth/forgot-password	anonymous	false
POST	/auth/reset-password	anonymous	false
POST	/auth/verify-email	anonymous	false
POST	/auth/resend-verification	anonymous	false
GET	/auth/planos	anonymous	false
GET	/auth/treinadores/{id}/pacotes	anonymous	false
GET	/auth/treinadores	anonymous	false
POST	/auth/mfa/verificar	mfa	false
POST	/auth/mfa/email/enviar	mfa	false
POST	/auth/step-up/iniciar	aluno	false
POST	/auth/step-up/verificar	aluno	false
GET	/admin/stats/dashboard	admin	false
GET	/admin/treinadores	admin	false
GET	/admin/treinadores/{id}	admin	false
POST	/admin/treinadores/{id}/aprovar	admin	true
POST	/admin/treinadores/{id}/reprovar	admin	true
POST	/admin/treinadores/{id}/inativar	admin	true
DELETE	/admin/treinadores/{id}	admin	false
PATCH	/admin/treinadores/{id}/plano	admin	false
GET	/admin/planos	admin	false
POST	/admin/planos	admin	false
PATCH	/admin/planos/{id}	admin	false
DELETE	/admin/planos/{id}	admin	false
GET	/admin/grupos-musculares	admin	false
POST	/admin/grupos-musculares	admin	false
PATCH	/admin/grupos-musculares/{id}	admin	false
DELETE	/admin/grupos-musculares/{id}	admin	false
GET	/admin/exercicios	admin	false
POST	/admin/exercicios	admin	false
PATCH	/admin/exercicios/{id}	admin	false
DELETE	/admin/exercicios/{id}	admin	false
GET	/admin/alunos	admin	false
GET	/admin/alunos/{id}	admin	false
GET	/admin/alunos/{id}/vinculo	admin	false
GET	/admin/alunos/{id}/fichas	admin	false
GET	/admin/fichas/{treinoAlunoId}	admin	false
GET	/admin/alunos/{id}/execucoes	admin	false
GET	/admin/alunos/{id}/progressao	admin	false
GET	/admin/treinadores/{id}/alunos	admin	false
GET	/admin/treinadores/{id}/vinculos	admin	false
GET	/admin/treinadores/{id}/treinos	admin	false
GET	/admin/treinos/{id}	admin	false
GET	/admin/treinadores/{id}/pacotes	admin	false
GET	/admin/contas/{id}/lgpd/exportar	admin	false
DELETE	/admin/contas/{id}/lgpd	admin	false
GET	/admin/health-report/config	admin	false
PUT	/admin/health-report/config	admin	false
GET	/admin/health-report/snapshots	admin	false
POST	/admin/health-report/run	admin	false
GET	/admin/test-data/contas	admin	false
DELETE	/admin/test-data/contas/{id}	admin	false
GET	/alunos	aluno	false
GET	/alunos/{id}	aluno	false
GET	/alunos/{alunoId}/treinos	aluno	false
PATCH	/alunos/{id}	aluno	false
PATCH	/alunos/{id}/status	admin	false
GET	/aluno/assinatura	aluno	false
POST	/aluno/assinatura/cancelar	aluno	false
GET	/aluno/vinculo	aluno	false
POST	/aluno/troca-treinador	aluno	false
GET	/aluno/fichas	aluno	false
GET	/aluno/fichas/{treinoAlunoId}	aluno	false
GET	/aluno/execucoes	aluno	false
GET	/aluno/progressao	aluno	false
POST	/aluno/execucoes	aluno	false
GET	/aluno/pagamentos/{pagamentoId}	aluno	false
GET	/aluno/pagamentos/assinatura/{assinaturaId}	aluno	false
GET	/conta/perfil	any	false
PATCH	/conta/perfil	any	false
POST	/conta/senha	any	true
POST	/conta/email/trocar	any	true
POST	/conta/email/confirmar	any	false
POST	/conta/logout	any	false
GET	/conta/lgpd/exportar	any	false
DELETE	/conta/lgpd	any	false
POST	/conta/mfa/totp/iniciar	any	false
POST	/conta/mfa/totp/confirmar	any	false
GET	/conta/mfa/status	any	false
POST	/conta/mfa/desabilitar	any	true
POST	/conta/mfa/recovery/regenerar	any	true
POST	/exercicios	treinador	false
GET	/exercicios	treinador	false
POST	/treinador/onboarding	treinador	true
POST	/treinador/plano/cancelar	treinador	false
GET	/treinador/onboarding/status	treinador	false
POST	/treinador/modo-pagamento	treinador	false
GET	/treinador/modo-pagamento/preview	treinador	false
POST	/treinador/vinculos/{id}/aprovar	treinador	false
POST	/treinador/vinculos/{id}/desvincular	treinador	false
POST	/treinador/alunos/{alunoId}/reativar	treinador	false
GET	/treinador/alunos	treinador	false
GET	/treinador/alunos/{alunoId}	treinador	false
GET	/treinador/alunos/{alunoId}/fichas	treinador	false
GET	/treinador/alunos/{alunoId}/progressao	treinador	false
GET	/treinador/vinculos	treinador	false
GET	/treinador/treinos	treinador	false
POST	/treinador/alunos/{alunoId}/fichas/{treinoId}	treinador	false
GET	/treinador/grupos-musculares	treinador	false
GET	/treinador/exercicios	treinador	false
POST	/treinador/exercicios	treinador	false
POST	/treinador/exercicios/{id}/copiar	treinador	false
PATCH	/treinador/exercicios/{id}	treinador	false
DELETE	/treinador/exercicios/{id}	treinador	false
GET	/treinador/pacotes	treinador	false
POST	/treinador/pacotes	treinador	false
PATCH	/treinador/pacotes/{pacoteId}	treinador	false
DELETE	/treinador/pacotes/{pacoteId}	treinador	false
PUT	/treinador/dados-fiscais	treinador	false
GET	/treinador/dados-fiscais	treinador	false
POST	/treinos	treinador	false
GET	/treinos/{id}	treinador	false
PATCH	/treinos/{id}	treinador	false
DELETE	/treinos/{id}	treinador	false
GET	/treinos/{id}/alunos	treinador	false
POST	/treinos/{id}/vincular-aluno	treinador	false
POST	/treinos/{id}/exercicios	treinador	false
PUT	/treinos/{id}/exercicios/{treinoExercicioId}	treinador	false
PATCH	/treinos/{id}/exercicios/{treinoExercicioId}/observacao	treinador	false
DELETE	/treinos/{id}/exercicios/{treinoExercicioId}	treinador	false
POST	/treinos/{id}/duplicar	treinador	false
POST	/treinador/pagamentos/cobrar/{assinaturaId}	treinador	false
GET	/treinador/pagamentos/recebimentos	treinador	false
GET	/treinador/plano/assinatura	treinador	false
GET	/treinador/plano/pagamento/{pagamentoId}	treinador	false
POST	/treinador/plano/trocar	treinador	false
POST	/treinador/plano/cobrar	treinador	false
POST	/suporte/mensagens	any	false
POST	/webhooks/stripe	webhook	false
POST	/webhooks/resend	webhook	false
GET	/webhooks/whatsapp	webhook	false
POST	/webhooks/whatsapp	webhook	false
GET	/internal/lgpd/contas-elegiveis	internal	false
DELETE	/internal/lgpd/contas/{id}	internal	false
POST	/internal/processar-pre-avisos	internal	false
POST	/internal/processar-pre-avisos-treinador	internal	false
POST	/internal/processar-renovacoes-treinador	internal	false
POST	/internal/processar-renovacoes	internal	false
POST	/internal/reconciliar-pagamentos	internal	false
